"iteration","species","design","d0_est","g0_est","sig_est","d0_tru","g0_tru","sig_tru","seed_i","seed_j"
27,"lion","emp60",-2.61465053553472,-0.955981955462553,1.38700968522907,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
28,"lion","emp60",-2.56696042697977,-1.03587006137145,1.45711449847954,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
29,"lion","emp60",-2.5820623170747,-1.20084813470968,1.3479580294002,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
30,"lion","emp60",-2.60352335023661,-0.990376821861297,1.32041891614866,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
31,"lion","emp60",-2.54029369121173,-1.31552083524064,1.46720973293386,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
32,"lion","emp60",-2.60927396847512,-1.06349518509501,1.41658586434182,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
33,"lion","emp60",-2.59539668853634,-1.45688212053356,1.61311397038707,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
34,"lion","emp60",-2.62054881708908,-0.743077806819796,1.30012850847013,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
35,"lion","emp60",-2.62559082477222,-1.27571809497195,1.36609007160416,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
36,"lion","emp60",-2.61266719410547,-1.00555613728406,1.40410718272992,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
37,"lion","emp60",-2.60117974907491,-1.27584020435989,1.51279400369716,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
38,"lion","emp60",-2.61905765052911,-0.936768339171795,1.42114872278232,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
39,"lion","emp60",-2.59272585538037,-1.27056530270723,1.45454963074893,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
40,"lion","emp60",-2.5456601141959,-1.15010669045047,1.37673477510819,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
41,"lion","emp60",-2.55378585993282,-1.25930989050842,1.51030082846506,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
42,"lion","emp60",-2.55605236652256,-1.15078521997861,1.44579527203214,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
43,"lion","emp60",-2.56546781202635,-1.14037625634567,1.52036872343208,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
44,"lion","emp60",-2.56448125488973,-0.870052590280987,1.31245851112433,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
45,"lion","emp60",-2.53472952130397,-1.59076373766728,1.64789418464483,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
46,"lion","emp60",-2.56902319550939,-0.933903867439088,1.40444343642449,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
47,"lion","emp60",-2.54044259211575,-1.3272827432847,1.47679292803212,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
48,"lion","emp60",-2.59701864959186,-1.30115636901162,1.50380066618513,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
49,"lion","emp60",-2.5445138055533,-0.981711829708724,1.25199121886302,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
50,"lion","emp60",-2.64282206291499,-1.26688204092387,1.44491177148536,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
51,"lion","emp60",-2.56145247092677,-1.02703381819646,1.39816929493068,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
52,"lion","emp60",-2.61972869676267,-1.01670736928445,1.48931951966179,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
53,"lion","emp60",-2.57008275724903,-0.928212562733049,1.41264538578725,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
54,"lion","emp60",-2.60378572246972,-1.02432916651602,1.3463125379782,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
55,"lion","emp60",-2.55209086554149,-0.9104904603513,1.24746776363177,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
56,"lion","emp60",-2.66562879570666,-1.1224534522125,1.50751624193073,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
57,"lion","emp60",-2.60093678470159,-0.98786669595585,1.30139446824986,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
58,"lion","emp60",-2.6197105605223,-0.853581747185115,1.36845446231157,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
59,"lion","emp60",-2.52410689266224,-1.39243161825975,1.4445463937732,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
60,"lion","emp60",-2.5970879991588,-0.922631768064419,1.23283917743955,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
61,"lion","emp60",-2.56925248595005,-1.079826636454,1.516300806453,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
62,"lion","emp60",-2.54648761017194,-1.38432653639773,1.55599480965143,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
63,"lion","emp60",-2.64812486273831,-1.31447457238681,1.51266409472715,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
64,"lion","emp60",-2.70056939500502,-1.00590137608772,1.27928873960438,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
65,"lion","emp60",-2.53753902340139,-1.33417574649585,1.46616277324564,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
66,"lion","emp60",-2.61690066022707,-1.11266619458333,1.5279945859911,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
67,"lion","emp60",-2.61019935643738,-0.98350565418257,1.36630044017813,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
68,"lion","emp60",-2.55834308244576,-1.18166716087979,1.48670571486811,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
69,"lion","emp60",-2.56995029286161,-1.51838519357193,1.52556935994792,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
70,"lion","emp60",-2.60307664123769,-1.22109818104171,1.48513137930448,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
71,"lion","emp60",-2.54541234436871,-1.27336091782547,1.46539659062407,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
72,"lion","emp60",-2.61481629900272,-0.938428298477513,1.37592713174866,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
73,"lion","emp60",-2.6571279970076,-1.18840079228044,1.48143075386887,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
74,"lion","emp60",-2.60821313699366,-0.98500061069384,1.35118490902554,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
75,"lion","emp60",-2.59313638405337,-1.3057373066959,1.48315824247881,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
76,"lion","emp60",-2.60861745327645,-1.06789477256891,1.41438403373307,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
77,"lion","emp60",-2.55090746528618,-1.12863093540593,1.39358732338043,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
78,"lion","emp60",-2.5640728374776,-1.06289891400153,1.44815601330373,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
79,"lion","emp60",-2.59324536996217,-1.03172331463306,1.28619637824843,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
80,"lion","emp60",-2.59917587224733,-0.982266737234363,1.28639066647539,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
81,"lion","emp60",-2.6457000448922,-1.0037940614062,1.27329707304555,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
82,"lion","emp60",-2.5894489653277,-0.97994054316276,1.23055257011856,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
83,"lion","emp60",-2.57049559156853,-0.806723387321917,1.32976068297606,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
84,"lion","emp60",-2.56854743393822,-0.728380033672,1.25340399905724,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
85,"lion","emp60",-2.61142445750521,-1.03348847218461,1.41320072158598,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
86,"lion","emp60",-2.53954175025816,-1.15858454868782,1.34907877151331,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
87,"lion","emp60",-2.56569749551348,-1.50502256940351,1.49734574795479,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
88,"lion","emp60",-2.5463267385733,-0.998139888497148,1.27338097325625,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
89,"lion","emp60",-2.57715714661817,-1.32551331606968,1.41470400406746,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
90,"lion","emp60",-2.55164129464963,-1.20225513436219,1.45245442146626,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
91,"lion","emp60",-2.56405423502656,-1.42073008266437,1.42834474162686,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
92,"lion","emp60",-2.54644342377927,-1.18256198015485,1.40484090500462,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
93,"lion","emp60",-2.53296475787965,-1.26989677629461,1.39596188264529,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
94,"lion","emp60",-2.55488055031787,-1.26147345450396,1.52005524054262,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
95,"lion","emp60",-2.66298187299716,-0.797572997193584,1.2482247100995,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
96,"lion","emp60",-2.55716391651442,-0.917246875359439,1.28634900996714,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
97,"lion","emp60",-2.6007189473724,-1.23953168834109,1.48218937384542,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
98,"lion","emp60",-2.6105793798619,-0.894451174620049,1.30622473393633,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
99,"lion","emp60",-2.60473773815378,-1.10908607845273,1.41433565409391,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
100,"lion","emp60",-2.55187354504158,-0.932126942311875,1.26095550590384,-2.58150934500179,-1.07491813329155,1.39022601534598,5,1
1,"lion","emp100",-2.58382609601018,-0.900864486379187,1.33883731037006,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
2,"lion","emp100",-2.58259220956875,-1.105692006055,1.43351421043821,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
3,"lion","emp100",-2.63185157110175,-1.1696587183095,1.50404308774294,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
4,"lion","emp100",-2.58434640584603,-1.13700712161311,1.55333693342418,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
5,"lion","emp100",-2.58211260353709,-1.12038782590547,1.42500937019896,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
6,"lion","emp100",-2.57926808188857,-1.23314342440382,1.42242545329886,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
7,"lion","emp100",-2.58037795753953,-1.19382162201626,1.42284857117917,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
8,"lion","emp100",-2.58329446966875,-1.0625177038235,1.43304454114523,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
9,"lion","emp100",-2.58297124704802,-0.898969099677265,1.29446103920981,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
10,"lion","emp100",-2.58199465795289,-1.20511740607337,1.48565703861966,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
11,"lion","emp100",-2.58402985421957,-0.915932784349564,1.36226189034391,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
12,"lion","emp100",-2.58374051871772,-0.85932350922876,1.30305857488671,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
13,"lion","emp100",-2.57975051511794,-1.11676101916781,1.34738311406613,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
14,"lion","emp100",-2.58225443266352,-1.18023036615046,1.4766546888101,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
15,"lion","emp100",-2.57911286438584,-1.22176080875812,1.40983694873616,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
16,"lion","emp100",-2.58203833429078,-1.07273474815083,1.38617402855326,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
17,"lion","emp100",-2.58345976943812,-1.07690219402536,1.45260658775048,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
18,"lion","emp100",-2.58279500217203,-0.974674384289059,1.34304268510569,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
19,"lion","emp100",-2.58178549096111,-1.01884826717786,1.33643856746614,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
20,"lion","emp100",-2.58350036086687,-0.985701239484955,1.38510077746267,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
21,"lion","emp100",-2.58343735546981,-0.908101121456241,1.32340748986891,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
22,"lion","emp100",-2.58259996826293,-1.14384287462096,1.4630701226804,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
23,"lion","emp100",-2.5808513278453,-1.14954362864497,1.40349597451087,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
24,"lion","emp100",-2.58086987706641,-1.23897791745182,1.47241518791122,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
25,"lion","emp100",-2.58442396525398,-0.768930607626484,1.27779151048274,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
26,"lion","emp100",-2.57763117551529,-1.08547765046841,1.27528128303082,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
27,"lion","emp100",-2.58129174702785,-1.05001619795731,1.34284846248087,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
28,"lion","emp100",-2.58022557851964,-1.26554378508422,1.47305454159123,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
29,"lion","emp100",-2.58363697245362,-0.935800892913217,1.35460890127315,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
30,"lion","emp100",-2.57988705570883,-1.36019298326593,1.53659351438433,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
31,"lion","emp100",-2.58083041975766,-1.26828245602884,1.49373123210815,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
32,"lion","emp100",-2.57830712279973,-1.26528779705285,1.42351859746677,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
33,"lion","emp100",-2.58138735180431,-1.20960776432483,1.4669786213439,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
34,"lion","emp100",-2.58043294453454,-0.998615401047313,1.27883303113881,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
35,"lion","emp100",-2.58258655113198,-1.05800719692023,1.39692640212111,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
36,"lion","emp100",-2.58314465500574,-1.09552706666813,1.45097000268529,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
37,"lion","emp100",-2.57911311802586,-1.26252367494082,1.44083167027201,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
38,"lion","emp100",-2.58174684220464,-1.04336014947151,1.35338093925338,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
39,"lion","emp100",-2.58473830282756,-0.955172591258891,1.44248308904108,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
40,"lion","emp100",-2.58189519568328,-1.05786179847182,1.36961993940424,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
41,"lion","emp100",-2.58312838581444,-1.06369823308122,1.42574153760317,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
42,"lion","emp100",-2.57470845860291,-1.40032858421969,1.45507345054644,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
43,"lion","emp100",-2.58215138701026,-1.07427958507223,1.3916538995205,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
44,"lion","emp100",-2.58332533826325,-1.11131303117666,1.47199496524825,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
45,"lion","emp100",-2.58151119660924,-0.930229697057693,1.26171432394581,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
46,"lion","emp100",-2.58068366051589,-1.02817963182009,1.30776822845979,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
47,"lion","emp100",-2.63028983146614,-1.21386793980777,1.47417455966371,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
48,"lion","emp100",-2.58279150874138,-0.957879750693342,1.33003842580206,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
49,"lion","emp100",-2.57844692782002,-1.31207296310478,1.46234392713637,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
50,"lion","emp100",-2.58209643710042,-1.15753445520702,1.45296448385831,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
51,"lion","emp100",-2.58364937863708,-0.943762404861256,1.36127994096157,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
52,"lion","emp100",-2.58180943286211,-1.0947410543684,1.39429524371207,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
53,"lion","emp100",-2.57392620799557,-1.21660097238561,1.30535617710967,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
54,"lion","emp100",-2.5807388004272,-1.22754905907116,1.45952191570151,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
55,"lion","emp100",-2.58219779838029,-1.00619193480435,1.34218852398026,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
56,"lion","emp100",-2.62880714022581,-1.08105920151223,1.32803268874812,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
57,"lion","emp100",-2.58466157732226,-0.868401985761512,1.36980930512548,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
58,"lion","emp100",-2.57844318410328,-1.27564768935617,1.43457132811662,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
59,"lion","emp100",-2.58327637371538,-0.996999809442315,1.38219872406639,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
60,"lion","emp100",-2.58181314056875,-1.20484677592324,1.47855288794929,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
61,"lion","emp100",-2.58144462255655,-0.903624353449781,1.24021861264953,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
62,"lion","emp100",-2.58273632292235,-1.0570582321609,1.40262468217156,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
63,"lion","emp100",-2.58112603717195,-1.11671383684949,1.38751662443113,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
64,"lion","emp100",-2.58294074202825,-1.11251524981272,1.45424641659777,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
65,"lion","emp100",-2.58192262455917,-1.12319179277337,1.42014829467973,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
66,"lion","emp100",-2.58010985969207,-1.16157500032345,1.39077250169541,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
67,"lion","emp100",-2.57890851255261,-1.3191780052653,1.47903551588098,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
68,"lion","emp100",-2.63020953788358,-1.23533763521493,1.48789014742916,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
69,"lion","emp100",-2.57963402164242,-1.12753286247125,1.35240018677935,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
70,"lion","emp100",-2.68222936447595,-1.05041994870756,1.37341653210183,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
71,"lion","emp100",-2.58412170416846,-0.891876967959784,1.3498025536952,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
72,"lion","emp100",-2.63293788925729,-0.931770449152514,1.38157175919208,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
73,"lion","emp100",-2.58461185804992,-0.82246321182105,1.33137572205765,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
74,"lion","emp100",-2.58060354574199,-1.16168446601118,1.4051970301587,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
75,"lion","emp100",-2.58197333022487,-1.03206241658695,1.35310672218463,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
76,"lion","emp100",-2.58199013687764,-0.889147671609979,1.24825185794469,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
77,"lion","emp100",-2.58066991367091,-1.22079871298236,1.45221242361155,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
78,"lion","emp100",-2.61859633322556,-1.40900637206809,1.38996713731264,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
79,"lion","emp100",-2.63045800706091,-1.11436817606051,1.40388586687902,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
80,"lion","emp100",-2.583176607422,-1.06649203240832,1.43023622030862,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
81,"lion","emp100",-2.5793145382488,-1.18346083557112,1.38599590801493,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
82,"lion","emp100",-2.58235982102647,-1.05429057367188,1.38476653049653,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
83,"lion","emp100",-2.58102482952445,-1.12928089816287,1.39378617044328,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
84,"lion","emp100",-2.58240971434067,-1.01498575264558,1.35712198995137,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
85,"lion","emp100",-2.58352230897145,-0.960804572734945,1.36708449854651,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
86,"lion","emp100",-2.58166371093521,-1.02416552449983,1.33608908073679,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
87,"lion","emp100",-2.58154596539911,-1.06621875760526,1.36338538145006,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
88,"lion","emp100",-2.58359135269612,-1.04616221899136,1.43609356712852,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
89,"lion","emp100",-2.5827531506222,-1.15314492722469,1.47680391003937,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
90,"lion","emp100",-2.5822827075061,-1.10579140547007,1.42076036733868,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
91,"lion","emp100",-2.58135737421956,-1.13164710530526,1.40628853631201,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
92,"lion","emp100",-2.58155979466254,-1.16505551188331,1.43883108864356,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
93,"lion","emp100",-2.58204972912259,-1.12167077113508,1.42357994652055,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
94,"lion","emp100",-2.62830493361596,-1.27221739536613,1.45843900289013,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
95,"lion","emp100",-2.57982068863014,-1.06802825702943,1.31299755509859,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
96,"lion","emp100",-2.58385773701871,-1.03888957266168,1.44567769051453,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
97,"lion","emp100",-2.57437470537046,-1.40494018067445,1.45287286083282,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
98,"lion","emp100",-2.58160778270282,-1.00246136752436,1.31803281650377,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
99,"lion","emp100",-2.5831603563837,-1.05637744775642,1.42170584142633,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
100,"lion","emp100",-2.58219601819205,-1.12839375257383,1.43458320699239,-2.58150934500179,-1.07491813329155,1.39022601534598,5,2
1,"lion","reg60",-2.55285802961458,-1.0794556892641,1.37790232019135,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
2,"lion","reg60",-2.64780266978183,-1.0768577060751,1.34032871586585,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
3,"lion","reg60",-2.55500667068187,-0.93041221687482,1.29011264930616,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
4,"lion","reg60",-2.56814235526519,-0.851947072904299,1.36027881512317,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
5,"lion","reg60",-2.61577617123262,-1.02248073340531,1.4671808329904,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
6,"lion","reg60",-2.55362935246198,-1.16622073237641,1.44546815799461,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
7,"lion","reg60",-2.52332673676138,-1.14141664884992,1.25555573407643,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
8,"lion","reg60",-2.64668309088863,-1.06898749276501,1.32759306185613,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
9,"lion","reg60",-2.60390900273291,-1.23272772161545,1.50518401304028,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
10,"lion","reg60",-2.56149773141662,-1.03879943532528,1.42119270608395,-2.58150934500179,-1.07491813329155,1.39022601534598,5,3
