"iteration","species","design","d0_est","g0_est","sig_est","d0_tru","g0_tru","sig_tru","seed_i","seed_j"
0,"test","test",NA,NA,NA,NA,NA,NA,NA,NA
1,"hyena","emp60",-2.59356207087375,-1.74045288227652,1.30905641769935,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
2,"hyena","emp60",-2.64724320119375,-1.30985039787912,1.24438992527237,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
3,"hyena","emp60",-2.44935394974621,-1.57640602690202,1.26479092973869,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
4,"hyena","emp60",-2.64887138732584,-1.31382300422482,1.24766151808027,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
5,"hyena","emp60",-2.40470090633172,-1.78623694848797,1.25879504944129,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
6,"hyena","emp60",-2.3989273891251,-1.46634382165611,1.21213114848936,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
7,"hyena","emp60",-2.49941805347465,-1.28319029316572,1.14125754739255,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
8,"hyena","emp60",-2.61991342453347,-1.37010232498517,1.21846901657887,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
9,"hyena","emp60",-2.5317672426658,-2.10699091483862,1.47837378106824,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
10,"hyena","emp60",-2.42032611686146,-1.55873454856953,1.2106514903742,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
11,"hyena","emp60",-2.63431904042843,-1.58097128423135,1.39997012334588,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
12,"hyena","emp60",-2.63359090108623,-1.10945512367731,1.09953518727133,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
13,"hyena","emp60",-2.46884773091609,-1.2283989998502,1.1553753317654,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
14,"hyena","emp60",-2.46526832615353,-1.33032585011459,1.27872579462616,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
15,"hyena","emp60",-2.36197158761656,-1.63435249146673,1.17515113746372,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
16,"hyena","emp60",-2.1013934525126,-1.86402660069176,1.16605393308554,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
17,"hyena","emp60",-2.46364488411453,-1.36144441339328,1.14226115742905,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
18,"hyena","emp60",-2.4878888882048,-1.55774286165344,1.31363289719241,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
19,"hyena","emp60",-2.33797165752257,-1.59176642795731,1.25157448805845,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
20,"hyena","emp60",-2.40396238009507,-1.42164918204876,1.13715480186763,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
21,"hyena","emp60",-1.9943421976105,-1.45196586106486,0.918157321695827,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
22,"hyena","emp60",-2.37216629245982,-1.64547690452931,1.12766889067804,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
23,"hyena","emp60",-2.17001769267854,-2.12209367931869,1.28916697242811,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
24,"hyena","emp60",-2.58292437235421,-1.35655067053487,1.24997504800426,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
25,"hyena","emp60",-2.43496854051831,-1.27453097019643,1.06009705429095,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
26,"hyena","emp60",-2.69827185319248,-1.84100022369796,1.42648179745946,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
27,"hyena","emp60",-2.62982791108124,-1.24481708236168,1.25021887131526,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
28,"hyena","emp60",-2.62068525558618,-1.37965080616295,1.14892460837225,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
29,"hyena","emp60",-2.42524057499082,-0.977751391355554,0.931869172091459,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
30,"hyena","emp60",-2.40679746339378,-1.4554670002262,1.19445046488857,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
31,"hyena","emp60",-2.60539640453257,-1.38864488674578,1.21282798806849,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
32,"hyena","emp60",-2.45882174178478,-1.48352430329424,1.27469165516283,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
33,"hyena","emp60",-2.53908701184097,-1.79470972453133,1.35708850272066,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
34,"hyena","emp60",-2.5652031415762,-1.75811924425305,1.36397838328424,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
35,"hyena","emp60",-2.49743550043036,-1.48842145786855,1.20458078918895,-2.51693751577487,-1.45120996528352,1.25158284906074,3,1
